sal_avg_lc1vs0_iate,olf_x0
-10195.54226784927,44.0
-1148.7157186597578,74.0
-11718.244110317777,19.0
-5892.681274541947,17.0
-3159.035855673721,81.0
-1751.808869251292,64.0
-14193.708567088273,22.0
-404.4870568086899,61.0
-11742.488339004598,59.0
-5881.630399346828,18.0
-12180.579641292697,39.0
-536.9362103508895,39.0
-3442.1904670571057,26.0
-7844.9801106874775,24.0
-5198.832375801821,59.0
-8663.767338522612,8.0
-4981.931730344418,63.0
-1148.5483261860147,69.0
-3325.2095094030374,49.0
-5902.062608513038,33.0
-16177.091693922288,42.0
-7519.614909214412,44.0
-556.5006934991188,83.0
-502.1132889324456,63.0
-832.8669323597096,72.0
-803.0983859162379,14.0
-6019.253974394493,64.0
-13551.490419301335,8.0
-5500.502572842324,82.0
-13806.984967583532,34.0
-12211.104086067404,58.0
-2231.611684375832,20.0
-19386.204384970133,54.0
-17010.185955027173,19.0
-6148.911821069386,58.0
-1054.0891395394665,73.0
-5048.934768514678,32.0
785.1335286409288,71.0
-8657.448372004357,47.0
-3683.31145418231,23.0
-5387.808777099523,75.0
-18501.627354358832,26.0
-8623.227805993398,11.0
-22145.020420318942,5.0
-1598.632564380849,14.0
-3102.081324368286,36.0
-7039.304495392644,45.0
-9831.833507663154,18.0
-20976.008067299197,19.0
-19693.46331476747,20.0
-10404.19076796824,45.0
-14764.676652045948,48.0
-10467.251484857949,25.0
-15201.191261677857,42.0
-1177.9462121313961,48.0
-16260.942832224715,26.0
-1980.8578209797497,25.0
-9535.964416199002,18.0
-5042.727981268075,17.0
-12248.190463503648,32.0
-1769.6951995626523,45.0
-4936.104325880917,19.0
-2976.3769308420724,71.0
-16182.598340632365,48.0
-15531.459970847782,20.0
-16245.48708236116,43.0
-1877.3633152946459,35.0
-6122.207271352547,14.0
-12785.321249138417,9.0
-12885.10028796029,32.0
-14034.294173018814,13.0
-9932.48012280573,33.0
-3948.573725673653,38.0
-3634.114316724874,24.0
-12287.344805987404,60.0
-1708.6779421014035,25.0
-3671.3202733647213,53.0
-16949.866332791855,22.0
-10403.105992638044,54.0
-4323.101115311794,31.0
-4504.9642367962915,66.0
-3018.4783630622333,78.0
-3698.7518125174392,31.0
-816.5476910608546,32.0
-21769.191396688017,51.0
-11324.08890951542,37.0
-6401.482780364991,37.0
-4752.38850626986,7.0
-4126.334936248364,49.0
-10628.260960609432,18.0
-7171.7452618468415,10.0
-12146.348963870136,29.0
-10747.389091558198,30.0
-7521.124242711461,56.0
-8501.421397128128,15.0
-17050.116457490774,41.0
-5140.694081190669,39.0
-8618.673045810121,6.0
-15035.647590064265,42.0
-6333.332041881432,61.0
-3116.3179932125545,50.0
-3012.235524184305,47.0
-2446.7954755765813,65.0
-6019.723937528811,68.0
-6961.607885598831,13.0
-4768.01079606388,24.0
-3535.3967039300924,70.0
-15326.183152139649,36.0
-657.7451655403177,50.0
-9367.038798330732,7.0
-14893.887667154897,38.0
-4733.826482278972,20.0
-5461.704272678652,54.0
-18251.32926472604,54.0
-18906.95609758905,15.0
-2634.1253398391373,70.0
-6653.027314377929,51.0
-13488.268860463366,12.0
-4250.5456134920005,30.0
-5007.615114845649,60.0
-1287.6041199756428,57.0
-4514.517508549525,46.0
-3571.089184913337,45.0
-2448.3292691821534,50.0
-6065.6277993309,66.0
-3651.334230716143,50.0
-8799.96466501931,9.0
-16304.195988854284,14.0
-121.72854196432695,10.0
-5618.739763971915,44.0
-8854.136314929377,56.0
-557.9526696239868,74.0
-2297.7420145037286,85.0
-17339.549787912754,22.0
-13352.824113785047,37.0
-3448.903742245411,30.0
-1907.1285054987366,71.0
-13244.649515837507,19.0
-7800.505517260171,37.0
-5028.323372908599,59.0
-6481.8780047604,7.0
-4352.590748586853,50.0
-18665.00347379223,58.0
-10244.750443134664,45.0
-5128.580366361115,59.0
-14010.83803110088,15.0
-4418.263491939748,34.0
-14490.08777798789,57.0
-6122.166529895598,5.0
