sal_avg_lc1vs0_iate,lmp_cw
-1148.7157186597578,4.0
-11718.244110317775,1.0
-5892.6812745419475,1.0
-3159.035855673721,1.0
-1751.808869251291,4.0
-14193.708567088272,3.0
-404.48705680869034,3.0
-11742.488339004598,1.0
-5881.630399346828,3.0
-12180.579641292692,4.0
-536.9362103508886,2.0
-3442.1904670571057,3.0
-7844.980110687478,1.0
-5198.832375801822,3.0
-8663.767338522608,2.0
-4981.931730344416,4.0
-1148.548326186014,4.0
-3325.209509403039,2.0
-5902.062608513033,1.0
-16177.091693922288,1.0
-7519.614909214413,4.0
-556.5006934991188,4.0
-502.1132889324456,4.0
-832.8669323597078,4.0
-803.098385916237,3.0
-6019.253974394493,1.0
-13551.490419301335,3.0
-5500.502572842327,1.0
-13806.984967583534,1.0
-12211.104086067402,1.0
-2231.611684375831,4.0
-19386.204384970133,1.0
-17010.185955027173,3.0
-6148.911821069386,1.0
-1054.0891395394665,4.0
-5048.934768514677,3.0
785.1335286409294,4.0
-8657.448372004357,4.0
-3683.3114541823106,1.0
-5387.808777099521,3.0
-18501.627354358832,4.0
-8623.227805993398,4.0
-22145.020420318946,2.0
-1598.6325643808486,3.0
-3102.0813243682865,1.0
-7039.304495392646,3.0
-9831.833507663157,3.0
-20976.0080672992,2.0
-19693.46331476747,2.0
-10404.19076796824,4.0
-14764.676652045948,1.0
-10467.251484857949,1.0
-15201.191261677857,3.0
-1177.9462121313957,2.0
-16260.942832224715,2.0
-1980.8578209797497,4.0
-9535.964416199,1.0
-5042.727981268076,4.0
-12248.190463503648,3.0
-1769.6951995626523,3.0
-4936.104325880915,1.0
-2976.376930842075,4.0
-16182.598340632368,2.0
-15531.459970847782,4.0
-16245.48708236116,2.0
-1877.363315294645,4.0
-6122.207271352547,2.0
-12785.321249138417,4.0
-12885.100287960291,2.0
-14034.294173018814,1.0
-9932.480122805735,1.0
-3948.573725673652,1.0
-3634.114316724872,4.0
-12287.344805987403,1.0
-1708.6779421014032,1.0
-3671.320273364723,3.0
-16949.866332791855,1.0
-10403.105992638042,3.0
-4323.101115311794,3.0
-4504.964236796286,1.0
-3018.4783630622296,2.0
-3698.751812517443,4.0
-816.5476910608542,4.0
-21769.191396688017,1.0
-11324.08890951542,4.0
-6401.482780364991,4.0
-4752.388506269862,2.0
-4126.334936248365,1.0
-10628.260960609432,4.0
-7171.745261846843,1.0
-12146.348963870134,2.0
-10747.3890915582,1.0
-7521.124242711461,2.0
-8501.421397128132,3.0
-17050.116457490774,2.0
-5140.694081190668,2.0
-8618.673045810123,4.0
-15035.647590064265,1.0
-6333.33204188143,2.0
-3116.317993212553,4.0
-3012.235524184305,4.0
-2446.7954755765804,3.0
-6019.723937528811,4.0
-6961.607885598829,1.0
-4768.010796063878,4.0
-3535.3967039300924,1.0
-15326.183152139649,1.0
-657.7451655403174,3.0
-9367.038798330734,4.0
-14893.887667154897,2.0
-4733.826482278974,4.0
-5461.704272678653,1.0
-18251.329264726042,2.0
-18906.956097589045,3.0
-2634.1253398391364,4.0
-6653.027314377927,4.0
-13488.268860463366,4.0
-4250.545613492002,3.0
-5007.615114845648,2.0
-1287.6041199756428,4.0
-4514.517508549528,1.0
-3571.089184913335,2.0
-2448.32926918215,2.0
-6065.6277993309,1.0
-3651.334230716144,2.0
-8799.96466501931,2.0
-16304.195988854284,3.0
-121.72854196432718,4.0
-5618.739763971915,4.0
-8854.136314929377,1.0
-557.9526696239868,4.0
-2297.742014503725,3.0
-17339.54978791275,1.0
-13352.824113785047,1.0
-3448.903742245411,4.0
-1907.128505498736,3.0
-13244.649515837506,3.0
-7800.50551726017,2.0
-5028.3233729086,3.0
-6481.8780047604005,3.0
-4352.590748586854,2.0
-18665.003473792225,2.0
-10244.750443134666,4.0
-5128.580366361115,1.0
-14010.838031100877,4.0
-4418.263491939748,1.0
-14490.087777987896,3.0
-6122.166529895597,3.0
